Name,State,Distance to the Capital (Km),Total Population,Total Area,Density,HDI,URL
Cabrália Paulista,São Paulo,363,4410 hab.,"239,210km²","18,4hab./km²","0,743",https://pt.wikipedia.org/wiki/Cabr%C3%A1lia_Paulista
Buritizal,São Paulo,451,4356 hab.,"266,420km²","16,4hab./km²","0,735",https://pt.wikipedia.org/wiki/Buritizal
Buritama,São Paulo,542,17414 hab.,"326,921km²","53,3hab./km²","0,79",https://pt.wikipedia.org/wiki/Buritama
Buri,São Paulo,263,20250 hab.,"1194,977km²","16,9hab./km²","0,701",https://pt.wikipedia.org/wiki/Buri
Brotas,São Paulo,235,24403 hab.,"1101,468km²","22,2hab./km²","0,740",https://pt.wikipedia.org/wiki/Brotas_(S%C3%A3o_Paulo)
Brodowski,São Paulo,337,25277 hab.,"278,458km²","90,8hab./km²","0,755",https://pt.wikipedia.org/wiki/Brodowski
Brejo Alegre,São Paulo,,2573 hab.,"104,832km²","24,5hab./km²","0,748",https://pt.wikipedia.org/wiki/Brejo_Alegre
Braúna,São Paulo,512,5686 hab.,"195,516km²","29,1hab./km²","0,796",https://pt.wikipedia.org/wiki/Bra%C3%BAna_(S%C3%A3o_Paulo)
Bragança Paulista,São Paulo,88,184634 hab.,"512,584km²","360,2hab./km²","0,776",https://pt.wikipedia.org/wiki/Bragan%C3%A7a_Paulista
Botucatu,São Paulo,235,145155 hab.,"1482,874km²","97,9hab./km²","0,800",https://pt.wikipedia.org/wiki/Botucatu
Borebi,São Paulo,306,2713 hab.,"347,989km²","7,8hab./km²","0,7405",https://pt.wikipedia.org/wiki/Borebi
Borborema,São Paulo,390,16164 hab.,"552,604km²","29,3hab./km²","0,771",https://pt.wikipedia.org/wiki/Borborema_(S%C3%A3o_Paulo)
Boraceia,São Paulo,330,4268 hab.,"120,796km²","35,3hab./km²","0,783",https://pt.wikipedia.org/wiki/Boraceia
Borá,São Paulo,486,907 hab.,"118,951km²","7,6hab./km²","0,794",https://pt.wikipedia.org/wiki/Bor%C3%A1
Bom Sucesso de Itararé,São Paulo,270,3571 hab.,"133,221km²","26,8hab./km²","0,660",https://pt.wikipedia.org/wiki/Bom_Sucesso_de_Itarar%C3%A9
Bom Jesus dos Perdões,São Paulo,87,21942 hab.,"108,513km²","202,2hab./km²","0,713",https://pt.wikipedia.org/wiki/Bom_Jesus_dos_Perd%C3%B5es
Boituva,São Paulo,116,60997 hab.,"248,954km²",245hab./km²,"0,780",https://pt.wikipedia.org/wiki/Boituva
Bofete,São Paulo,192,11921 hab.,"653,360km²","18,2hab./km²","0,791",https://pt.wikipedia.org/wiki/Bofete
Bocaina,São Paulo,300,11810 hab.,"364,044km²","32,4hab./km²","0,807",https://pt.wikipedia.org/wiki/Bocaina_(S%C3%A3o_Paulo)
Boa Esperança do Sul,São Paulo,303,14923 hab.,"690,748km²","21,6hab./km²","0,681",https://pt.wikipedia.org/wiki/Boa_Esperan%C3%A7a_do_Sul
Biritiba Mirim,São Paulo,84,"29,676 hab.","317,406km²","0,1hab./km²","0,712",https://pt.wikipedia.org/wiki/Biritiba_Mirim
Birigui,São Paulo,507,126094 hab.,"530,031km²","237,9hab./km²","0,780",https://pt.wikipedia.org/wiki/Birigui
Bertioga,São Paulo,80,66154 hab.,"491,546km²","134,6hab./km²","0,730",https://pt.wikipedia.org/wiki/Bertioga
Bernardino de Campos,São Paulo,327,11158 hab.,"244,018km²","45,7hab./km²","0,734",https://pt.wikipedia.org/wiki/Bernardino_de_Campos
Bento de Abreu,São Paulo,560,2674 hab.,"301,395km²","8,9hab./km²","0,802",https://pt.wikipedia.org/wiki/Bento_de_Abreu
Bebedouro,São Paulo,379,76373 hab.,"683,192km²","111,8hab./km²","0,780",https://pt.wikipedia.org/wiki/Bebedouro_(S%C3%A3o_Paulo)
Batatais,São Paulo,355,58402 hab.,"850,718km²","68,7hab./km²","0,761",https://pt.wikipedia.org/wiki/Batatais
Bastos,São Paulo,550,21516 hab.,"170,454km²","126,2hab./km²","0,798",https://pt.wikipedia.org/wiki/Bastos
Bilac,São Paulo,540,7052 hab.,"157,278km²","44,8hab./km²","0,809",https://pt.wikipedia.org/wiki/Bilac
Bauru,São Paulo,300,379146 hab.,"667,684km²","567,9hab./km²","0,801",https://pt.wikipedia.org/wiki/Bauru
Barrinha,São Paulo,322,32812 hab.,"146,025km²","224,7hab./km²","0,725",https://pt.wikipedia.org/wiki/Barrinha
Barra do Chapéu,São Paulo,360,5550 hab.,"407,286km²","13,6hab./km²","0,660",https://pt.wikipedia.org/wiki/Barra_do_Chap%C3%A9u
Bariri,São Paulo,330,35264 hab.,"440,600km²",80hab./km²,"0,83",https://pt.wikipedia.org/wiki/Bariri
Barretos,São Paulo,421,122485 hab.,"1566,161km²","78,2hab./km²","0,789",https://pt.wikipedia.org/wiki/Barretos
Barra do Turvo,São Paulo,335,6875 hab.,"1007,285km²","6,8hab./km²","0,663",https://pt.wikipedia.org/wiki/Barra_do_Turvo
Barra Bonita,São Paulo,288,36321 hab.,"150,180km²","241,8hab./km²","0,788",https://pt.wikipedia.org/wiki/Barra_Bonita_(S%C3%A3o_Paulo)
Barueri,São Paulo,26,"316,473 hab.","65,701km²","4,8hab./km²","0,786",https://pt.wikipedia.org/wiki/Barueri
Barbosa,São Paulo,482,6593 hab.,"205,131km²","32,1hab./km²","0,746",https://pt.wikipedia.org/wiki/Barbosa_(S%C3%A3o_Paulo)
Barão de Antonina,São Paulo,380,3116 hab.,"154,922km²","20,1hab./km²","0,706",https://pt.wikipedia.org/wiki/Bar%C3%A3o_de_Antonina
Bananal,São Paulo,316,9969 hab.,"616,429km²","16,2hab./km²","0,733",https://pt.wikipedia.org/wiki/Bananal
Bálsamo,São Paulo,464,9854 hab.,"150,6km²","65,4hab./km²",,https://pt.wikipedia.org/wiki/B%C3%A1lsamo_(S%C3%A3o_Paulo)
Balbinos,São Paulo,405,3932 hab.,"90,858km²","43,3hab./km²","0,761",https://pt.wikipedia.org/wiki/Balbinos
Bady Bassitt,São Paulo,465,27260 hab.,"110,372km²",247hab./km²,"0,812",https://pt.wikipedia.org/wiki/Bady_Bassitt
Avaré,São Paulo,267,92805 hab.,"1213,055km²","76,5hab./km²","0,767",https://pt.wikipedia.org/wiki/Avar%C3%A9
Auriflama,São Paulo,569,15123 hab.,434km²,"34,8hab./km²","0,787",https://pt.wikipedia.org/wiki/Auriflama
Aramina,São Paulo,439,5152 hab.,"202,704km²","25,4hab./km²","0,794",https://pt.wikipedia.org/wiki/Aramina
Araçoiaba da Serra,São Paulo,123,35389 hab.,"255,305km²","138,6hab./km²","0,776",https://pt.wikipedia.org/wiki/Ara%C3%A7oiaba_da_Serra
Araçariguama,São Paulo,44,32964 hab.,"146,331km²","225,3hab./km²","0,770",https://pt.wikipedia.org/wiki/Ara%C3%A7ariguama
Apiaí,São Paulo,320,24374 hab.,"968,841km²","25,2hab./km²","0,710",https://pt.wikipedia.org/wiki/Apia%C3%AD
Avanhandava,São Paulo,467,14063 hab.,"340,338km²","41,3hab./km²","0,768",https://pt.wikipedia.org/wiki/Avanhandava
Avaí,São Paulo,368,5403 hab.,"540,689km²",10hab./km²,"0,748",https://pt.wikipedia.org/wiki/Ava%C3%AD_(S%C3%A3o_Paulo)
Araçatuba,São Paulo,: 873 km,207775 hab.,"1167,126km²",178hab./km²,"0,788",https://pt.wikipedia.org/wiki/Ara%C3%A7atuba
Andradina,São Paulo,630,57157 hab.,"960,095km²","59,5hab./km²","0,798",https://pt.wikipedia.org/wiki/Andradina
Aparecida d'Oeste,São Paulo,645,4086 hab.,"179,004km²","22,8hab./km²","0,759",https://pt.wikipedia.org/wiki/Aparecida_d%27Oeste
Aparecida,São Paulo,168,32569 hab.,"120,890km²","269,4hab./km²","0,755",https://pt.wikipedia.org/wiki/Aparecida_(S%C3%A3o_Paulo)
Anhumas,São Paulo,560,3738 hab.,"320,926km²","11,6hab./km²","0,752",https://pt.wikipedia.org/wiki/Anhumas
Anhembi,São Paulo,240,6215 hab.,"736,463km²","8,4hab./km²","0,768",https://pt.wikipedia.org/wiki/Anhembi
Angatuba,São Paulo,: 1 066 km,24022 hab.,"1028,702km²","23,4hab./km²","0,719",https://pt.wikipedia.org/wiki/Angatuba
Analândia,São Paulo,221,4995 hab.,"326,630km²","15,3hab./km²","0,804",https://pt.wikipedia.org/wiki/Anal%C3%A2ndia
Amparo,São Paulo,138,73145 hab.,"446,009km²",164hab./km²,"0,785",https://pt.wikipedia.org/wiki/Amparo_(S%C3%A3o_Paulo)
Américo de Campos,São Paulo,533,5706 hab.,"253,1km²","22,5hab./km²","0,774",https://pt.wikipedia.org/wiki/Am%C3%A9rico_de_Campos
Américo Brasiliense,São Paulo,280,"33,019 hab.",123km²,"0,3hab./km²","0,788",https://pt.wikipedia.org/wiki/Am%C3%A9rico_Brasiliense
Alvinlândia,São Paulo,450,3056 hab.,89km²,"34,3hab./km²","0,741",https://pt.wikipedia.org/wiki/Alvinl%C3%A2ndia
Álvaro de Carvalho,São Paulo,433,4896 hab.,"152,623km²","32,1hab./km²","0,73",https://pt.wikipedia.org/wiki/%C3%81lvaro_de_Carvalho
Álvares Machado,São Paulo,576,27255 hab.,"347,647km²","78,4hab./km²","0,772",https://pt.wikipedia.org/wiki/%C3%81lvares_Machado
Álvares Florence,São Paulo,538,3897 hab.,"362,9km²","10,7hab./km²","0,771",https://pt.wikipedia.org/wiki/%C3%81lvares_Florence
Alumínio,São Paulo,74,17301 hab.,"83,660km²","206,8hab./km²","0,787",https://pt.wikipedia.org/wiki/Alum%C3%ADnio_(S%C3%A3o_Paulo)
Americana,São Paulo,126,237240 hab.,"133,930km²","1771,4hab./km²","0,811",https://pt.wikipedia.org/wiki/Americana_(S%C3%A3o_Paulo)
Alto Alegre,São Paulo,491,4105 hab.,"318,216km²","12,9hab./km²","0,774",https://pt.wikipedia.org/wiki/Alto_Alegre_(S%C3%A3o_Paulo)
Altinópolis,São Paulo,346,15609 hab.,"929,426km²","16,8hab./km²","0,730",https://pt.wikipedia.org/wiki/Altin%C3%B3polis
Altair,São Paulo,473,3451 hab.,"313,007km²",11hab./km²,"0,687",https://pt.wikipedia.org/wiki/Altair_(S%C3%A3o_Paulo)
Alfredo Marcondes,São Paulo,596,"4,445 hab.","119,504km²",0hab./km²,"0,741",https://pt.wikipedia.org/wiki/Alfredo_Marcondes
Alambari,São Paulo,156,6141 hab.,"159,600km²","38,5hab./km²","0,748",https://pt.wikipedia.org/wiki/Alambari
Agudos,São Paulo,330,37214 hab.,"966,708km²","38,5hab./km²","0,786",https://pt.wikipedia.org/wiki/Agudos
Águas de Santa Bárbara,São Paulo,287,7177 hab.,"408,471km²","17,6hab./km²","0,757",https://pt.wikipedia.org/wiki/%C3%81guas_de_Santa_B%C3%A1rbara
Águas da Prata,São Paulo,225,8180 hab.,"142,588km²","57,4hab./km²","0,781",https://pt.wikipedia.org/wiki/%C3%81guas_da_Prata
Águas de Lindóia,São Paulo,159 (Via,17930 hab.,"60,126km²","298,2hab./km²","0,745",https://pt.wikipedia.org/wiki/%C3%81guas_de_Lind%C3%B3ia
Aguaí,São Paulo,200,36305 hab.,"474,741km²","76,5hab./km²","0,715",https://pt.wikipedia.org/wiki/Agua%C3%AD
Adolfo,São Paulo,464,4351 hab.,"211,1km²","20,6hab./km²","0,795",https://pt.wikipedia.org/wiki/Adolfo_(S%C3%A3o_Paulo)
Águas de São Pedro,São Paulo,187,3451 hab.,"3,612km²","955,4hab./km²","0,854",https://pt.wikipedia.org/wiki/%C3%81guas_de_S%C3%A3o_Pedro
